,Unnamed: 0,id,text_review,aspect,polarity_aspect,category_aspect,all_aspects,all_categories
1484,1484,aaWyDSLgkTcE5ObTsOTqwexJHxrS-5517798___rating_3.txt,Neplăcut a fost faptul că am constatat ca punctele acumulate au fost pierdute.Neplacut punctele nu ar trebui să le pierdem.Sunt dezamagit de decahtlon,Neplăcut a fost faptul că am constatat ca punctele acumulate au fost pierdute,-1.0,servicii,Neplăcut a fost faptul că am constatat ca punctele acumulate au fost pierdute; Neplacut punctele nu ar trebui să le pierdem; Sunt dezamagit de decahtlon; ,servicii; servicii; experienta; 
1487,1487,aaXlU4B7KMLW8V5KFDznndgyt28O-1453469___rating_4.txt,"Pe tricourile achizitionate sunt lipite diferite actibilduri, iar cand le dai jos ramane lipiciul. Si nici cu spalarea produsului nu se elimina lipiciul respectiv!","Pe tricourile achizitionate sunt lipite diferite actibilduri, iar cand le dai jos ramane lipiciul",-1.0,produs,"Pe tricourile achizitionate sunt lipite diferite actibilduri, iar cand le dai jos ramane lipiciul; Si nici cu spalarea produsului nu se elimina lipiciul respectiv; ",produs; produs; 
1489,1489,aB.KcTRzo10AK5iXri4V47Hc7FXO-5445667___rating_1.txt,"Pretul indicat pe eticheta unuia din articolele cumparate era mai mic secat pretul platit la casa.Nu a vazut asta nimeni, nici eu si nici angajatul dvs.Dupa ce am ajuns cu produsele acasa am observat si am mers la magazin, unde am facut retur la toate produsele cumparate.",Pretul indicat pe eticheta unuia din articolele cumparate era mai mic secat pretul platit la casa,-1.0,pret,Pretul indicat pe eticheta unuia din articolele cumparate era mai mic secat pretul platit la casa; ,pret; 
1490,1490,ab3a3DxFxmNR2Xd6DQjf7rlNmdFy-4161738___rating_3.txt,Am încercat să dau puțin aer afară și a cedat supapa.,Am încercat să dau puțin aer afară și a cedat supapa,-1.0,utilizare,Am încercat să dau puțin aer afară și a cedat supapa; ,utilizare; 
1491,1491,aBaY3x6Zk8iDMaA25ObfC5iGwL24-2210888___rating_2.txt,Modul plin de repulsie si dezinteresat al celor de la casa de vanzare  dar si stilul de organizare al caselor care duce la ingramadeala parca ar fii o competitie nu ceva relaxant normal.,Modul plin de repulsie si dezinteresat al celor de la casa de vanzare,-1.0,personal,Modul plin de repulsie si dezinteresat al celor de la casa de vanzare; stilul de organizare al caselor care duce la ingramadeala parca ar fii o competitie nu ceva relaxant normal; ,personal; organizare; 
1493,1493,abcXb4zNe818M4MExP2SVPirkqy0-4747177___rating_3.txt,"Buna ziua ! Am venit la voi in magazin in scopul de a cauta ceva imbracaminte ptr Revelion,dar nu am gasit decat imbracaminte sport....si marimi mici ,eu sunt un tip mai mare de statura...pe viitor mi’ar placea sa gasesc si masuri mari gen 3-4-5 XL.Va doresc Sarbatori Fericite !!!",nu am gasit decat imbracaminte sport....si marimi mici,-1.0,disponibilitate,nu am gasit decat imbracaminte sport....si marimi mici; mi’ar placea sa gasesc si masuri mari; ,disponibilitate; marimi; 
1495,1495,abkh6_2n0tinn9l6phRvfTdPuzUe-1406120___rating_4.txt,"Am ajuns in magazin  pentru a ridica un produs comandat.Sugerez o transparenta mai mare cu privire la informatiile legate de pasii de urmat pt comanda online.Tot legat de acest aspect (comanda online) mi s-a parut timpul de asteptare destul de mare 10-14 zile,poate pe viitor s-ar putea diminua.",Sugerez o transparenta mai mare cu privire la informatiile legate de pasii de urmat pt comanda online,-1.0,site,Sugerez o transparenta mai mare cu privire la informatiile legate de pasii de urmat pt comanda online; mi s-a parut timpul de asteptare destul de mare 10-14 zile; poate pe viitor s-ar putea diminua; ,site; livrare; experienta; 
1498,1498,abls2EmH3tNIbaELrGRTAHZzjKjy-1402526___rating_4.txt,Tot ce e mai bun si pe plac am gasit la DECATHLON,Tot ce e mai bun si pe plac am gasit la DECATHLON,1.0,produs,Tot ce e mai bun si pe plac am gasit la DECATHLON; ,produs; 
1499,1499,aBPOB4nRm1NVldY8vKioBB8URg1W-4164467___rating_3.txt,"Cred ca magazinul era in reorganizare .Rafturi goale , cutii cu marfa prin magazin. Sectorul ciclism - cel mai slab din cate am vazut la Decathlon.","Cred ca magazinul era in reorganizare .Rafturi goale , cutii cu marfa prin magazin",-1.0,organizare,"Cred ca magazinul era in reorganizare .Rafturi goale , cutii cu marfa prin magazin; Sectorul ciclism - cel mai slab din cate am vazut la Decathlon; ",organizare; serviciu; 
1501,1501,aBre3Ijri0AML8Mzjuaxt.g99hve-2986486___rating_4.txt,nu am un alt comentariu de facut in afara mentionarii aspectelor pozitive si negative,nu am un alt comentariu de facut in afara mentionarii aspectelor pozitive si negative,,irelevant,nu am un alt comentariu de facut in afara mentionarii aspectelor pozitive si negative; ,irelevant; 
1502,1502,abrhxAfZy1Jm1U6dkfG_vcJGCwmC-3162431___rating_4.txt,"Cam aglomerat. În plus, ieșirea către galeria comercială a fost blocată și transformată în depozit.",Cam aglomerat,-1.0,atmosfera,Cam aglomerat; ieșirea către galeria comercială a fost blocată și transformată în depozit; ,atmosfera; magazin; 
1504,1504,aBS12UGKkss2H1vJBwPO1rWSJexi-4426773___rating_3.txt,"E aceeasi marime ca 26 pe albastru, desi am comandat 27.","E aceeasi marime ca 26 pe albastru, desi am comandat 27",-1.0,livrare,"E aceeasi marime ca 26 pe albastru, desi am comandat 27; ",livrare; 
1505,1505,abtiX.Jn_NYTrztFmks_YJ9nOgsC-1373785___rating_4.txt,Nu se dispuneti de toate gama de marimi la diferite produse.,Nu se dispuneti de toate gama de marimi la diferite produse,-1.0,marimi,Nu se dispuneti de toate gama de marimi la diferite produse; ,marimi; 
1506,1506,aBz4nweYDxaOb2mOBJUBWu9Ank8S-1518309___rating_2.txt,PENTRU REDACTAREA OPINIILOR NU AM CE RECOMANDARI SA FAC; PENTRU SERVICII/PRODUSE DA. ACEST MAGAZIN IESEA IN EVIDENTA PRIN RAPORTUL CORECT PRET-CALITATE ; NU SE MAI APLICA .,ACEST MAGAZIN IESEA IN EVIDENTA PRIN RAPORTUL CORECT PRET-CALITATE ; NU SE MAI APLICA,-1.0,pret-calitate,ACEST MAGAZIN IESEA IN EVIDENTA PRIN RAPORTUL CORECT PRET-CALITATE ; NU SE MAI APLICA; ,pret-calitate; 
1507,1507,ab_3VFYwB3ydoDpReH9OFHQpXmNW-1848208___rating_5.txt,"Produse mai multe , cel din Craiova spre exemplu este mai aprovizionat",Produse mai multe,-1.0,disponibilitate,Produse mai multe; cel din Craiova spre exemplu este mai aprovizionat; ,disponibilitate; aprovizionare; 
1509,1509,aC4kuqOewL2cSLPx6XMKqG0o8YS0-5376456___rating_2.txt,Pro: Este destul de calduroasa si ai fata calda de la respiratie. Pretul este ok.Contra: Decupatura pentru ochi este cam sus si iti vine pe ochi partea de jos. Gulerul putea fi putin mai lung.,Pro: Este destul de calduroasa si ai fata calda de la respiratie,-1.0,utilizare,Pro: Este destul de calduroasa si ai fata calda de la respiratie; Pretul este ok; Contra: Decupatura pentru ochi este cam sus si iti vine pe ochi partea de jos; Gulerul putea fi putin mai lung; ,utilizare; pret; produs; marimi; 
1513,1513,ac9mvyba3CGc_iG5tZrxopVtnQFa-3720953___rating_4.txt,"Decathlon Sibiu. Sectorul biciclete foarte aglomerat. Personal insuficient sau ma rog, greu de găsit pentru a cere informații.  Toți sunt ocupați.",Sectorul biciclete foarte aglomerat,-1.0,atmosfera,"Sectorul biciclete foarte aglomerat; Personal insuficient sau ma rog, greu de găsit pentru a cere informații; Toți sunt ocupați; ",atmosfera; personal; personal; 
1516,1516,acAUTssAkO.9Drc.Km9CyhtaUIiu-2916965___rating_2.txt,"Am avut un Vocher pe care l-am pierdut fara sa fiu anuțat. Ce sa va zic haos in magazinul Pallady, coada mare la case, lipsa mărfi pe rafturi sau al produselor .",haos in magazinul Pallady,-1.0,organizare,haos in magazinul Pallady; coada mare la case; lipsa mărfi pe rafturi sau al produselor; ,organizare; atmosfera; disponibilitate; 
1519,1519,aCfdIx4VTbYzbCcraDNWvQBkVpUS-2899945___rating_5.txt,"Magazinul este bine aprovizionat, personalul este serviabil, deși mereu este aglomerat si se lucrează sub presiune.",Magazinul este bine aprovizionat,1.0,aprovizionare,Magazinul este bine aprovizionat; personalul este serviabil; mereu este aglomerat; se lucrează sub presiune; ,aprovizionare; personal; atmosfera; atmosfera; 
1523,1523,acLZkX0qxRhjRsbBTNF67oaxCvwS-3162482___rating_4.txt,"Nota maxima nu se da pentru a nu exista surprize neplacute in viitor!:)Nu gasesc pantaloni pe masura la majoritatea modelelor. Daca ar fi cu un numar(poate doua) mai mari! Se intampla ca pantalonii de diferite modele dar cu acelasi numar, sa nu fie de aceiasi marime! Stiu ca nu sunteti magazin XXXXXL, dar in ultima vreme ma imbrac si ma incalt numai de la magazinele Decathlon pentru ca aici gasesc masurile (cu exceptia pantalonilor),calitatea si preturile  adecvate.",Nu gasesc pantaloni pe masura la majoritatea modelelor,-1.0,marimi,"Nu gasesc pantaloni pe masura la majoritatea modelelor; Se intampla ca pantalonii de diferite modele dar cu acelasi numar, sa nu fie de aceiasi marime; aici gasesc masurile (cu exceptia pantalonilor),calitatea si preturile  adecvate; ",marimi; marimi; pret-calitate; 
1526,1526,aCmIcGeQz04dH5n81JNOHYZtcpHu-3356912___rating_1.txt,A patra oară mi s-a spus ca nu este posibila imprimarea legitimației de client. Din motive tehnice!,A patra oară mi s-a spus ca nu este posibila imprimarea legitimației de client. Din motive tehnice,-1.0,servicii,A patra oară mi s-a spus ca nu este posibila imprimarea legitimației de client. Din motive tehnice; ,servicii; 
1527,1527,aCofNrf2YXkC9ANoARtUVqH8wgP4-3200511___rating_3.txt,"Am asteptat prea mult pentru un sfat corespunzator, in definitiv am plecat... marfa din stoc online nu corespunde cu cea din magazine...",Am asteptat prea mult pentru un sfat corespunzator,-1.0,personal,Am asteptat prea mult pentru un sfat corespunzator; marfa din stoc online nu corespunde cu cea din magazine; ,personal; conformitate; 
1529,1529,aCq6dd94lN30wHIhpmU.pLBsP9IW-4242992___rating_5.txt,Am primit comanda in trmen de 1 zi si sunt multumita de produsele achizitionate.,Am primit comanda in trmen de 1 zi,1.0,livrare,Am primit comanda in trmen de 1 zi; sunt multumita de produsele achizitionate; ,livrare; produs; 
1531,1531,aCrE7JY4KzvjkyhRZVY7U7qD.nCi-4393943___rating_4.txt,Produsele achiziționate nu apar pe site ul decathlon.com ca fiind pe stocul magazinului din Craiova,Produsele achiziționate nu apar pe site ul decathlon.com ca fiind pe stocul magazinului din Craiova,-1.0,disponibilitate,Produsele achiziționate nu apar pe site ul decathlon.com ca fiind pe stocul magazinului din Craiova; ,disponibilitate; 
1532,1532,acvOhDlMmGB2U5adWK91vf9nxIHW-5082206___rating_2.txt,Pretul afisat la raft nu reflecta pretul produselor cumparate! Organizarea este slaba... din acest motiv am fost indus in eroare si am cumparat alt produs decat cel pe care il doream. Din pacate constat in ultima perioada o degradare a serviciilor. Era un magazin de 5 * la care mergeam cu placere.... din pacate e la timpul trecut.,Pretul afisat la raft nu reflecta pretul produselor cumparate,-1.0,pret,Pretul afisat la raft nu reflecta pretul produselor cumparate; Organizarea este slaba; degradare a serviciilor; ,pret; organizare; servicii; 
1535,1535,aCwrlNzSacNxNhVtODLQRQcK4ZeS-3468317___rating_1.txt,"Nu merge cu Huawei P8, apare in bluetooth dar nu se conecteaza. testat si cu aplicatia decathlon care arata ca e compatibil cu telefonul meu. Am incercat cu Strava, Endomondo etc, nu se poate folosi. L-am returnat a doua zi la decathlon.",Nu merge cu Huawei P8,-1.0,utilizare,Nu merge cu Huawei P8; nu se poate folosi; ,utilizare; utilizare; 
1537,1537,acwtQe5exPUwwzYXjcnUwH7PV6Fm-3719247___rating_3.txt,O serie de accesorii de bicicleta nu erau disponibile sau nu aveau pret afisat la raft.,O serie de accesorii de bicicleta nu erau disponibile,-1.0,disponibilitate,O serie de accesorii de bicicleta nu erau disponibile; nu aveau pret afisat la raft; ,disponibilitate; pret; 
1539,1539,aCyViqH.QNgtO.zOJ9LGhxqkPa8e-3346508___rating_1.txt,"Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda. Desi am solicitat telefonic sa se schimbe adresa si prin mesaj pentru schimbarea numarului de telefon nu s-a intamplat nimic. Am solicitat telefonic sa fie redirectionat coletul catre Mangalia, dar a fost redirectionat catre Constanta la adresa mentionata pentru Mangalia. O sa-mi ridic coletul din Constanta desi sunt din Mangalia de teama sa nu ajunga si prin Chile, St Kitts and Nevis si mai stiu eu unde.","Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda",-1.0,comanda,"Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda; Desi am solicitat telefonic sa se schimbe adresa si prin mesaj pentru schimbarea numarului de telefon nu s-a intamplat nimic; ",comanda; suport; 
1541,1541,ad56ua8XkxaZhfbnmPz2nsQV0H9C-3165825___rating_5.txt,"Fiind o mamica de 3 minunati si activi copii , pot spune ca Decathlon e un  ''membru de familie'' -care ne tine la curent cu tot ce e nou in ale sportului de orice fel si nivel .Cu Decathlon - suntem sportivi la puterea a 10-a !",Decathlon e un  ''membru de familie'',1.0,magazin,Decathlon e un  ''membru de familie''; ne tine la curent cu tot ce e nou in ale sportului de orice fel si nivel; ,magazin; produs; 
1543,1543,ada8jn8HoFPjd0xfu7f9Y8F.E2vq-4883095___rating_3.txt,"Felicitari pentru deschiderea magazinului de la Buzau! Arata si e pozitionat bine! Am fost la socri la Bz si am fost si in magazin, i-am luat fetitei niste ghete.",Felicitari pentru deschiderea magazinului de la Buzau,1.0,magazin,Felicitari pentru deschiderea magazinului de la Buzau; Arata si e pozitionat bine; ,magazin; magazin; 
1545,1545,aDAhmtggRC8RmVj3bNEHMHs9.FEK-2905092___rating_2.txt,"Am cautat o geaca pt ski. In afara de Wedze, nu am gasit nimic.","In afara de Wedze, nu am gasit nimic",-1.0,varietate,"In afara de Wedze, nu am gasit nimic; ",varietate; 
1546,1546,adbdRSqag9bYGj42p4ddQAzwyTDy-3750968___rating_3.txt,"Ceva mai indemanatici la casele de marcat, asteptam prea mult acolo.","Ceva mai indemanatici la casele de marcat, asteptam prea mult acolo",-1.0,personal,"Ceva mai indemanatici la casele de marcat, asteptam prea mult acolo; ",personal; 
1547,1547,aDBYHdFJMo9p3mCDMju6wqGUjxE8-4368024___rating_3.txt,"Se simte lipsa unei zone unde copiii sau adulti pot testa bicicletele, trotinelete, etc. Trebuie sa te feresti de ei si nu e prea placut cand esti la cumparaturi","Se simte lipsa unei zone unde copiii sau adulti pot testa bicicletele, trotinelete, etc",-1.0,organizare,"Se simte lipsa unei zone unde copiii sau adulti pot testa bicicletele, trotinelete, etc; Trebuie sa te feresti de ei si nu e prea placut cand esti la cumparaturi; ",organizare; experienta; 
1549,1549,aDEnQu5Z2vmB3Cfqvlo52Tx02TZO-2102634___rating_5.txt,Recomand acest magazin tuturor.  Este magazinul în care poți face fericita o persoana indiferent de vârstă  .,Recomand acest magazin tuturor,1.0,magazin,Recomand acest magazin tuturor; Este magazinul în care poți face fericita o persoana indiferent de vârstă; ,magazin; experienta; 
1551,1551,adgPb_RNvfS0MtGdYzQFUT0beyA4-1053295___rating_5.txt,"Este o lanterna mica de buzunar cu multiple intrebuintari, si cel mai important nu functioneaza cu baterii, eu am achizitianat-o recent si pot sa o recomand si altor persoane",Este o lanterna mica de buzunar cu multiple intrebuintari,1.0,utilizare,Este o lanterna mica de buzunar cu multiple intrebuintari; nu functioneaza cu baterii; pot sa o recomand si altor persoane; ,utilizare; utilizare; produs; 
1554,1554,aDgPoqfJR6hLcvInHhGcB2G0ILGK-5399738___rating_1.txt,Sunt dezamagit total de personalul care se ocupa cu bicicletele...,Sunt dezamagit total de personalul care se ocupa cu bicicletele,-1.0,personal,Sunt dezamagit total de personalul care se ocupa cu bicicletele; ,personal; 
1555,1555,aDhKxfcan6S5SdtNqjMufCgSOaBC-1679215___rating_4.txt,La ultima vizita in magazin stiam ce caut... si am gasit.,La ultima vizita in magazin stiam ce caut... si am gasit,1.0,magazin,La ultima vizita in magazin stiam ce caut... si am gasit; ,magazin; 
1556,1556,aDicadWOD2n6qMP8fWbNXygsqahC-3551163___rating_3.txt,"Produsul comandat prin Click&collect nu era pregatit nici macar a doua zi, nu mai vorbim de cele 3 ore anuntate pe site. Mentionez ca e prima situatie neplacuta avuta in legatura cu magazinul dvs.",Produsul comandat prin Click&collect nu era pregatit nici macar a doua zi,-1.0,livrare,Produsul comandat prin Click&collect nu era pregatit nici macar a doua zi; ,livrare; 
